Allocation Code,Buy vs DAT CallOut,Carrier Id,Destination Name,Equipment Type,Hazmat,Lane,Lanes with Multiple Carriers,Loads with DAT Info,Mileage Band Lower,Mileage Band Upper,Order Type,Tier,Buy (Non DAT),Freight Charge,Freight Pay,Fuel Charge,Sell (Non DAT)
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,ROADCUW2,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,ROADCUW2,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,500,912.05,500,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOCHA,At or Below Market,UMANHUTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,750,643.44,750,103.78,643
XPOCHA,At or Below Market,CARRGRFL,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,0,0.01,0.01,0,0
XPOGEXP,At or Below Market,NFLLRITX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOGEXP,At or Below Market,OMEGDATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,REHOININ,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,IEWDIL,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1200,1010.94,1200,158.34,1011
XPOGEXP,At or Below Market,ANNUDEGA,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1500,1740.92,1500,159.38,1741
XPOCHA,At or Below Market,DIRELIAR,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,800,643.44,800,103.78,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOCHA,At or Below Market,NMIRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOCHA,At or Below Market,NMIRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOCHA,At or Below Market,MSCEGRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOGEXP,At or Below Market,REHOININ,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1500,1010.94,1500,158.34,1011
XPOCHA,At or Below Market,ARCEARTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,800,643.44,800,103.78,643
XPOGEXP,At or Below Market,NFLLRITX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOCHA,Over Market,CADDCATX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1400,643.44,1400,103.78,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0.01,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,TRANOSMI,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,TRANFRTX,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1600,1010.94,1600,158.34,1011
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,COASMIF1,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,ANNUDEGA,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,48.1,912
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOGEXP,At or Below Market,OMEGDATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0.01,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOCHA,Over Market,USKYDATX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1100,643.44,1100,103.78,643
XPOGEXP,At or Below Market,ANNUDEGA,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1200,1010.94,1200,158.34,1011
XPOCHA,At or Below Market,DFHTFOTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,950,643.44,950,103.78,643
XPOGEXP,At or Below Market,OMEGDATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,OMEGDATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0.01,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOCHA,At or Below Market,CARRGRFL,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,1146.22,775,103.78,1146
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,CARDBUGA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOCHA,At or Below Market,NMIRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,ROADCUW2,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,536,912.05,536,48.1,912
XPOCHA,Over Market,PALOMITX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1200,643.44,1200,103.78,643
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOCHA,At or Below Market,MSCEGRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,103.78,643
XPOGEXP,At or Below Market,ANNUDEGA,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0.01,1,0,0
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,218.16,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,218.16,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,218.16,3434
XPOGEXP,At or Below Market,CENTLICA,BFI5,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,2900,3434,2900,210.08,3434
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2500,2132.13,2500,260.26,2132
XPOGEXP,At or Below Market,TMTRSTGA,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,48.1,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,49.95,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,49.95,912
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,VICTNONJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,900,912.05,900,49.95,912
XPOGEXP,At or Below Market,CENTLICA,BFI4,Van - 53 Feet,0,"Tracy, CA -- Kent, WA",Multi,0,750,1000,Expedited,Strategic,3100,3425.5,3100,209.56,3426
XPOGEXP,At or Below Market,ANNUDEGA,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOCHA,At or Below Market,CARRGRFL,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOVAN,Over Market,ALBAMOIL,DISTRIBUTION TECHNOLOGY,Reefer - 53,0,"Chicago, IL -- Charlotte, NC",Multi,1,500,750,Truckload Spot,Strategic,2800,2590,2800,309.8,2590
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,ATLAMANJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1050,912.05,1050,49.95,912
XPOCHA,At or Below Market,TMEXGRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,750,643.44,750,103.78,643
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,103.78,643
XPOGEXP,At or Below Market,TMTRSTGA,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,49.95,912
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,ATLAMANJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,ATLAMANJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1050,912.05,1050,49.95,912
XPOGEXP,At or Below Market,ATLAMANJ,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1050,912.05,1050,49.95,912
XPOGEXP,At or Below Market,REHOININ,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1600,1010.94,1600,164.43,1011
XPOGEXP,At or Below Market,COASMIF1,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1200,1740.92,1200,165.51,1741
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,108.97,643
XPOCHA,At or Below Market,FREEGAGA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,800,643.44,800,108.97,643
XPOCHA,At or Below Market,CARDBUGA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,648.63,700,103.78,649
XPOCHA,At or Below Market,CATHWACA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,775,643.44,775,108.97,643
XPOGEXP,At or Below Market,UALEHAIL,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,750,912.05,750,49.95,912
XPOGEXP,At or Below Market,BBWOWIIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,ROADCUW2,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,ANNUDEGA,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOCHA,At or Below Market,WATSMIPA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,800,641.95,800,110.46,642
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,270.27,2132
XPOCHA,At or Below Market,NMIRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,108.97,643
XPOGEXP,At or Below Market,OMEGDATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
XPOGEXP,At or Below Market,ROADCUW2,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOCHA,At or Below Market,MSCEGRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,700,643.44,700,108.97,643
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2300,2132.13,2300,270.27,2132
XPOCHA,Over Market,DANWGRTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1095,643.44,1095,108.97,643
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,270.27,2132
