UnixTime,Month,Day,Origin Zip Code,Destination Zip Code,Total Cost USD
2017,11,22,75241,32218,2900
2017,11,24,95391,98032,2900
2017,11,23,75241,32218,2500
2017,11,24,78503,75261,900
2017,11,24,18109,6492,1000
2017,11,24,18109,6492,1195
2017,11,26,46168,55379,1800
2017,11,25,46168,55379,1650
2017,11,25,18109,6492,1100
2017,11,25,18109,6492,250
2017,11,26,46168,55379,1200
2017,11,27,78503,75261,700
2017,12,1,18109,6492,485
2017,11,28,18109,6492,500
2017,11,29,18109,6492,1050
2017,11,30,18109,6492,1050
2017,11,27,18109,6492,1050
2017,11,26,62025,30344,3000
2017,11,26,18109,6492,0
2017,11,26,18109,6492,900
2017,11,27,18109,6492,900
2017,11,26,18109,6492,1500
2017,11,26,18109,6492,650
2017,11,28,78503,75261,750
2017,11,29,78503,75261,700
2017,11,28,18109,6492,1050
2017,11,28,46168,55379,3091
2017,11,28,78503,75261,700
2017,11,27,78503,75261,850
2017,11,29,18109,6492,1650
2017,11,29,18109,6492,1000
2017,11,29,18109,6492,352
2017,12,1,18109,6492,1050
2017,12,2,18109,6492,1050
2017,11,28,78503,75261,950
2017,12,1,62025,30344,1800
2017,11,30,18109,6492,1400
2017,11,29,78503,75261,950
2017,11,29,78503,75261,850
2017,11,29,62025,30344,1850
2017,11,30,78503,75261,800
2017,11,30,78503,75261,870
2017,11,30,78503,75261,900
2017,12,2,46168,55379,1500
2017,8,23,78503,75261,675
2017,7,1,18109,6492,800
2017,6,30,18109,6492,800
2017,6,26,46168,55379,1450
2017,7,1,95304,98032,0
2017,7,3,18109,6492,800
2017,7,4,18109,6492,800
2017,7,5,18109,6492,800
2017,7,6,18109,6492,800
2017,7,7,18109,6492,800
2017,7,8,18109,6492,200
2017,7,2,18109,6492,800
2017,7,4,46168,55379,1100
2017,7,1,46168,55379,1100
2017,7,5,46168,55379,1600
2017,7,4,95304,98032,0
2017,7,6,46168,55379,500
2017,7,7,46168,55379,1400
2017,7,9,46168,55379,1100
2017,7,9,18109,6492,800
2017,7,10,18109,6492,800
2017,7,11,18109,6492,800
2017,7,12,18109,6492,800
2017,7,14,18109,6492,800
2017,7,15,18109,6492,800
2017,7,13,18109,6492,800
2017,7,9,46168,55379,1400
2017,7,10,46168,55379,1550
2017,7,10,18202,76177,2500
2017,7,9,18202,76177,2500
2017,7,10,18202,76177,200
2017,7,13,46168,55379,1100
2017,7,12,46168,55379,1650
2017,7,12,46168,55379,1200
2017,7,13,46168,55379,1999
2017,7,12,18202,76177,2500
2017,7,14,46168,55379,1400
2017,7,16,18202,76177,2500
2017,7,13,18202,76177,2500
2017,7,14,18202,76177,2500
2017,7,13,18202,76177,2500
2017,7,14,18202,76177,2500
2017,7,17,18109,6492,800
2017,7,17,18109,6492,800
2017,7,18,18109,6492,800
2017,7,19,18109,6492,800
2017,7,20,18109,6492,800
2017,7,21,18109,6492,800
2017,7,21,18109,6492,200
2017,7,22,18109,6492,800
2017,7,22,18109,6492,800
2017,7,16,18109,6492,800
2017,7,16,18109,6492,800
2017,7,18,18109,6492,800
2017,7,19,18109,6492,800
2017,7,20,18109,6492,800
2017,7,15,46168,55379,1100
2017,7,16,18202,76177,0
2017,7,16,18202,76177,200
2017,7,16,18202,76177,2500
2017,7,17,18202,76177,2500
2017,7,17,18202,76177,200
2017,7,18,18202,76177,2500
2017,7,18,18202,76177,2500
2017,7,19,18202,76177,2500
2017,7,21,18202,76177,2500
2017,7,17,46168,55379,1100
2017,7,16,18202,76177,2500
2017,7,18,18202,76177,2500
2017,7,21,18202,76177,2500
2017,7,21,18202,76177,2500
2017,7,22,18202,76177,2500
2017,7,15,46168,55379,1450
2017,7,14,62025,30344,1800
2017,7,16,46168,55379,1900
2017,7,19,18202,76177,2500
2017,7,20,18202,76177,2500
2017,7,20,62025,30344,1760
2017,7,21,62025,30344,1760
2017,7,18,18202,76177,2557
2017,7,19,18202,76177,2500
2017,7,20,46168,55379,1500
2017,7,20,46168,55379,1400
2017,7,21,46168,55379,1100
2017,7,19,18202,76177,2500
2017,7,20,18202,76177,200
2017,7,20,18202,76177,200
2017,7,20,18202,76177,2500
2017,7,20,18202,76177,2500
2017,7,23,18109,6492,800
2017,7,23,18109,6492,200
2017,7,24,18109,6492,800
2017,7,25,18109,6492,800
2017,7,25,18109,6492,800
2017,7,26,18109,6492,800
2017,7,26,18109,6492,800
2017,7,27,18109,6492,800
2017,7,27,18109,6492,800
2017,7,28,18109,6492,800
2017,7,28,18109,6492,800
2017,7,29,18109,6492,800
2017,7,29,18109,6492,800
2017,7,24,18109,6492,800
2017,7,21,62025,30344,1700
2017,7,23,46168,55379,1100
2017,7,22,62025,30344,1700
2017,7,21,18109,6492,200
2017,7,21,18109,6492,200
2017,7,23,18109,6492,200
2017,7,23,18202,76177,2500
2017,7,24,18202,76177,2500
2017,7,25,46168,55379,1100
2017,7,28,46168,55379,1100
2017,7,26,46168,55379,1100
2017,7,27,46168,55379,1100
2017,7,29,46168,55379,1100
2017,8,1,18109,6492,0
2017,8,5,46168,55379,1100
2017,8,3,46168,55379,1600
2017,8,3,46168,55379,1400
2017,8,4,46168,55379,1100
2017,8,5,18202,76177,3142
2017,8,3,18109,6492,800
2017,8,7,62025,30344,200
2017,8,5,18202,76177,2500
2017,8,6,46168,55379,1100
2017,8,6,18109,6492,800
2017,8,6,18109,6492,800
2017,8,7,18109,6492,800
2017,8,7,18109,6492,800
2017,8,8,18109,6492,800
2017,8,8,18109,6492,800
2017,8,9,18109,6492,800
2017,8,9,18109,6492,800
2017,8,10,18109,6492,800
2017,8,10,18109,6492,800
2017,8,11,18109,6492,800
2017,8,11,18109,6492,800
2017,8,12,18109,6492,800
2017,8,12,18109,6492,800
2017,8,5,62025,30344,1993
2017,8,9,18109,6492,200
2017,8,10,18109,6492,800
2017,8,12,18109,6492,800
2017,8,8,18109,6492,800
2017,8,11,18109,6492,800
2017,8,9,46168,55379,1400
2017,8,19,18109,6492,800
2017,8,19,18109,6492,800
2017,8,19,46168,55379,1100
2017,8,17,46168,55379,1600
2017,8,19,18109,6492,0
2017,8,18,18202,76177,2500
2017,8,20,18109,6492,200
2017,8,21,18109,6492,200
2017,8,22,18109,6492,200
2017,8,23,18109,6492,800
2017,8,24,18109,6492,800
2017,8,25,18109,6492,800
2017,8,26,18109,6492,800
2017,8,20,18109,6492,800
2017,8,20,18109,6492,800
2017,8,21,18109,6492,800
2017,8,21,18109,6492,800
2017,8,22,18109,6492,800
2017,8,22,18109,6492,800
2017,8,23,18109,6492,800
2017,8,23,18109,6492,800
2017,8,24,18109,6492,800
2017,8,24,18109,6492,800
2017,8,25,18109,6492,800
2017,8,26,18109,6492,800
2017,8,26,18109,6492,800
2017,8,25,18109,6492,800
2017,8,19,18202,76177,2570
2017,8,26,75241,32218,200
2017,8,28,18109,6492,800
2017,8,29,18109,6492,800
2017,8,30,18109,6492,800
2017,8,31,18109,6492,800
2017,9,1,18109,6492,800
2017,9,2,18109,6492,200
2017,8,27,18109,6492,800
2017,8,27,18109,6492,800
2017,8,27,18109,6492,800
2017,8,28,18109,6492,800
2017,8,29,18109,6492,800
2017,8,29,18109,6492,800
2017,8,30,18109,6492,800
2017,8,30,18109,6492,800
2017,8,31,18109,6492,800
2017,8,31,18109,6492,800
2017,9,1,18109,6492,800
2017,9,1,18109,6492,800
2017,9,2,18109,6492,800
2017,9,2,18109,6492,800
2017,8,26,75241,32218,200
2017,8,29,46168,55379,1400
2017,8,31,46168,55379,1100
2017,9,4,75241,32218,2000
2017,9,1,46168,55379,1400
2017,9,3,18109,6492,800
2017,9,4,18109,6492,800
2017,9,5,18109,6492,800
2017,9,6,18109,6492,800
2017,9,7,18109,6492,800
2017,9,8,18109,6492,800
2017,9,9,18109,6492,800
2017,9,3,18109,6492,800
2017,9,3,18109,6492,800
2017,9,4,18109,6492,800
2017,9,4,18109,6492,800
2017,9,5,18109,6492,800
2017,9,5,18109,6492,800
2017,9,6,18109,6492,800
2017,9,6,18109,6492,800
2017,9,7,18109,6492,800
2017,9,7,18109,6492,800
2017,9,8,18109,6492,800
2017,9,8,18109,6492,800
2017,9,9,18109,6492,800
2017,9,9,18109,6492,800
2017,9,3,95391,98032,3244
2017,9,4,95376,98032,2700
2017,9,4,95376,98032,2663
2017,9,5,95376,98032,2663
2017,9,7,95376,98032,200
2017,9,8,95376,98032,200
2017,9,8,95376,98032,200
2017,9,8,95376,98032,200
2017,9,8,95391,98032,200
2017,9,3,95376,98032,3529
2017,9,3,95376,98032,3244
2017,9,3,95376,98032,0
2017,9,7,95391,98032,2744
2017,9,4,95376,98032,3244
2017,9,4,95376,98032,2800
2017,9,5,95376,98032,2744
2017,9,7,95376,98032,2800
2017,9,6,95376,98032,0
2017,9,6,95376,98032,2994
2017,9,9,46168,55379,1400
2017,9,10,18109,6492,800
2017,9,11,18109,6492,200
2017,9,12,18109,6492,800
2017,9,13,18109,6492,800
2017,9,14,18109,6492,800
2017,9,15,18109,6492,200
2017,9,16,18109,6492,800
2017,9,10,18109,6492,800
2017,9,10,18109,6492,800
2017,9,11,18109,6492,800
2017,9,11,18109,6492,800
2017,9,12,18109,6492,800
2017,9,12,18109,6492,800
2017,9,13,18109,6492,800
2017,9,13,18109,6492,800
2017,9,14,18109,6492,800
2017,9,14,18109,6492,800
2017,9,15,18109,6492,800
2017,9,15,18109,6492,800
2017,9,16,18109,6492,800
2017,9,16,18109,6492,800
2017,9,9,95376,98032,2744
2017,9,10,95376,98032,2744
2017,9,9,62025,30344,1700
2017,9,10,62025,30344,1700
2017,9,11,95376,98032,2744
2017,9,11,95376,98032,200
2017,9,11,95376,98032,2744
2017,9,12,95376,98032,200
2017,9,13,95376,98032,200
2017,9,10,95376,98032,2744
2017,9,14,95376,98032,2744
2017,9,12,95376,98032,200
2017,9,13,95376,98032,200
2017,9,14,95376,98032,2744
2017,9,14,46168,55379,1400
2017,9,20,18109,6492,800
2017,9,21,18109,6492,800
2017,9,22,18109,6492,800
2017,9,17,18109,6492,800
2017,9,18,18109,6492,800
2017,9,19,18109,6492,800
2017,9,23,18109,6492,800
2017,9,17,18109,6492,800
2017,9,17,18109,6492,800
2017,9,18,18109,6492,800
2017,9,18,18109,6492,800
2017,9,19,18109,6492,800
2017,9,19,18109,6492,800
2017,9,20,18109,6492,800
2017,9,20,18109,6492,200
2017,9,21,18109,6492,800
2017,9,22,18109,6492,800
2017,9,22,18109,6492,800
2017,9,23,18109,6492,800
2017,9,23,18109,6492,800
2017,9,21,18109,6492,800
2017,9,16,95376,98032,2744
2017,9,16,95376,98032,2744
2017,9,17,95376,98032,2744
2017,9,17,95376,98032,2744
2017,9,19,95376,98032,2740
2017,9,17,46168,55379,1400
2017,9,20,95376,98032,200
2017,9,20,95376,98032,2744
2017,9,18,75241,32218,200
2017,9,22,46168,55379,1800
2017,9,19,18109,6492,800
2017,9,21,46168,55379,1100
2017,9,21,46168,55379,1500
2017,9,21,95391,98032,2744
2017,9,23,46168,55379,1464
2017,7,22,18109,6492,0
2017,8,11,46168,55379,1400
2017,8,19,18202,76177,2552
2017,8,21,18202,76177,400
2017,8,24,62025,30344,1700
2017,9,6,62025,30344,200
2017,9,11,18202,76177,2400
2017,9,20,18109,6492,200
2017,9,21,18202,76177,3000
2017,9,22,18202,76177,3000
2017,9,22,18202,76177,3000
2017,9,24,18109,6492,1600
2017,9,26,62025,30344,2000
2017,9,26,18109,6492,1400
2017,9,26,18109,6492,1500
2017,9,27,18109,6492,1400
2017,9,27,18109,6492,1400
2017,9,27,18202,76177,3900
2017,9,29,46168,55379,1800
2017,9,29,18109,6492,1400
2017,9,29,89115,80011,2400
2017,10,12,46168,55379,2200
2017,11,9,46168,55379,200
2017,11,13,75241,32218,200
2017,11,15,75241,32218,200
2017,7,4,62025,30344,2200
2017,8,7,46168,55379,1600
2017,8,9,18109,6492,850
2017,8,10,18109,6492,850
2017,8,11,46168,55379,1000
2017,8,13,18202,76177,2500
2017,8,16,46168,55379,1320
2017,8,19,18202,76177,2450
2017,8,21,46168,55379,1500
2017,8,23,18202,76177,2500
2017,8,30,18202,76177,2500
2017,9,7,18202,76177,2500
2017,9,6,89115,80011,2700
2017,9,21,75241,32218,2300
2017,9,21,75241,32218,200
2017,9,21,18109,6492,900
2017,9,26,75241,32218,2300
2017,9,28,18202,76177,2500
2017,9,28,75241,32218,2000
2017,9,29,18202,76177,2600
2017,10,2,18202,76177,200
2017,10,3,18202,76177,2522
2017,10,5,28214,75241,2050
2017,10,10,18202,76177,2600
2017,10,12,75241,32218,200
2017,10,13,75241,32218,2000
2017,10,13,46168,55379,1250
2017,10,14,75241,32218,200
2017,10,16,28214,75241,800
2017,10,17,18109,6492,500
2017,10,20,75241,32218,650
2017,10,18,18109,6492,800
2017,10,20,18202,76177,2650
2017,10,23,75241,32218,2000
2017,10,30,75241,32218,632
2017,11,1,18109,6492,913
2017,11,15,75241,32218,2000
2017,11,21,75241,32218,2200
2017,11,22,75241,32218,2400
2017,11,22,75241,32218,2400
2017,7,12,78503,75261,600
2017,7,21,78503,75261,600
2017,8,4,78503,75261,650
2017,8,9,78503,75261,650
2017,8,9,78503,75261,650
2017,8,9,78503,75261,785
2017,8,11,78503,75261,700
2017,8,11,78503,75261,650
2017,8,17,78503,75261,650
2017,8,23,78503,75261,700
2017,10,10,78503,75261,625
2017,10,24,78503,75261,150
2017,10,24,78503,75261,625
2017,10,25,78503,75261,625
2017,10,26,78503,75261,725
2017,11,13,78503,75261,625
2017,11,15,78503,75261,625
2017,11,14,78503,75261,625
2017,11,16,78503,75261,625
2017,7,12,62025,30344,1330
2017,7,14,18109,6492,1000
2017,7,15,18109,6492,400
2017,7,16,18109,6492,850
2017,7,17,18109,6492,225
2017,8,3,18202,76177,200
2017,8,4,62025,30344,1750
2017,8,6,18109,6492,900
2017,8,5,62025,30344,1950
2017,8,10,62025,30344,1750
2017,8,11,18202,76177,2300
2017,8,13,18109,6492,900
2017,8,30,46168,55379,950
2017,8,31,46168,55379,950
2017,9,2,46168,55379,950
2017,8,27,46168,55379,1400
2017,8,30,62025,30344,1750
2017,8,31,18202,76177,200
2017,9,3,46168,55379,950
2017,9,4,46168,55379,950
2017,9,6,46168,55379,950
2017,9,7,46168,55379,950
2017,9,8,46168,55379,950
2017,9,9,46168,55379,950
2017,9,6,62025,30344,1750
2017,9,7,46168,55379,1200
2017,9,9,62025,30344,1750
2017,9,11,46168,55379,950
2017,9,14,62025,30344,1750
2017,9,15,46168,55379,1050
2017,9,15,46168,55379,1050
2017,9,16,46168,55379,950
2017,9,17,62025,30344,1750
2017,9,20,46168,55379,1400
2017,9,21,46168,55379,1300
2017,9,22,95304,98032,2744
2017,9,23,95376,98032,2744
2017,9,23,95376,98032,2744
2017,9,24,95376,98032,2744
2017,9,23,95391,98032,2744
2017,9,24,95376,98032,2744
2017,9,24,95391,98032,2744
2017,9,23,46168,55379,1150
2017,9,25,95376,98032,2740
2017,9,26,95304,98032,2744
2017,9,26,95376,98032,2744
2017,9,27,95304,98032,2744
2017,9,27,95304,98032,2744
2017,9,28,95376,98032,2744
2017,9,25,95376,98032,2740
2017,9,26,95376,98032,2744
2017,9,28,95304,98032,2744
2017,9,25,95376,98032,2740
2017,9,29,95304,98032,2744
2017,9,24,46168,55379,1750
2017,9,24,46168,55379,1400
2017,9,24,18202,76177,3250
2017,9,25,18109,6492,875
2017,9,29,46168,55379,1600
2017,10,1,95391,98032,200
2017,10,2,95391,98032,2754
2017,10,4,95391,98032,2744
2017,10,1,95376,98032,2744
2017,10,3,95376,98032,2744
2017,10,4,95391,98032,2754
2017,10,12,95376,98032,200
2017,10,13,95376,98032,2744
2017,10,14,95376,98032,200
2017,10,14,95376,98032,3404
2017,10,12,95376,98032,2744
2017,10,4,95376,98032,200
2017,10,15,95304,98032,2751
2017,10,16,95304,98032,200
2017,10,17,95304,98032,2952
2017,10,17,95304,98032,200
2017,10,15,95304,98032,2751
2017,10,15,95304,98032,2751
2017,10,15,95304,98032,2751
2017,10,15,95391,98032,2751
2017,10,16,95304,98032,2751
2017,10,14,18202,76177,3200
2017,10,14,62025,30344,2700
2017,10,14,46168,55379,2500
2017,10,14,46168,55379,1400
2017,10,16,95391,98032,2751
2017,10,17,95391,98032,2751
2017,10,15,75241,32218,2300
2017,10,15,46168,55379,1600
2017,10,15,62025,30344,1750
2017,10,17,28214,75241,300
2017,10,17,28214,75241,2200
2017,10,17,46168,55379,1700
2017,10,18,28214,75241,300
2017,10,17,18202,76177,2650
2017,10,18,46168,55379,1600
2017,10,20,75241,32218,2000
2017,10,19,62025,30344,2200
2017,10,22,75241,32218,2375
2017,10,21,18109,6492,1050
2017,10,22,62025,30344,2500
2017,10,24,62025,30344,1650
2017,10,24,62025,30344,1750
2017,10,24,46168,55379,650
2017,10,25,46168,55379,200
2017,10,27,75241,32218,400
2017,10,28,46168,55379,1600
2017,10,28,46168,55379,1600
2017,10,29,62025,30344,2300
2017,10,30,46168,55379,1800
2017,11,1,46168,55379,400
2017,11,2,18109,6492,800
2017,11,2,18109,6492,800
2017,11,4,46168,55379,1400
2017,11,11,95391,98032,3700
2017,11,16,46168,55379,1250
2017,11,17,75241,32218,2200
2017,11,18,75241,32218,2200
2017,11,18,62025,30344,1900
2017,11,19,62025,30344,3044
2017,11,19,46168,55379,1900
2017,11,21,62025,30344,1750
2017,11,25,62025,30344,4300
2017,11,27,62025,30344,250
2017,11,28,62025,30344,1750
2017,11,30,62025,30344,1750
2017,12,2,62025,30344,1750
2017,10,16,78503,75261,700
2017,10,16,78503,75261,700
2017,11,1,78503,75261,750
2017,11,27,78503,75261,750
2017,6,29,62025,30344,2000
2017,7,3,46168,55379,1400
2017,7,4,18202,76177,2500
2017,7,9,46168,55379,1000
2017,7,12,62025,30344,310
2017,7,14,18109,6492,400
2017,7,15,18109,6492,875
2017,7,15,18202,76177,2500
2017,7,15,18202,76177,2500
2017,7,15,62025,30344,1700
2017,7,16,62025,30344,1760
2017,7,17,18202,76177,2500
2017,7,17,18202,76177,200
2017,7,20,18202,76177,2500
2017,7,17,62025,30344,1760
2017,7,19,18202,76177,2500
2017,7,4,18202,76177,200
2017,7,19,46168,55379,1500
2017,7,20,46168,55379,1400
2017,7,22,18202,76177,2100
2017,7,22,46168,55379,1100
2017,7,29,18109,6492,200
2017,7,28,62025,30344,400
2017,7,28,89115,80011,2500
2017,7,30,18109,6492,800
2017,7,29,18202,76177,2500
2017,7,30,18109,6492,800
2017,7,31,46168,55379,1700
2017,8,1,46168,55379,1100
2017,7,31,62025,30344,900
2017,8,3,18202,76177,2862
2017,8,5,18202,76177,2500
2017,8,15,18202,76177,2877
2017,8,13,46168,55379,1100
2017,8,12,18202,76177,2500
2017,8,14,46168,55379,1100
2017,8,16,46168,55379,1500
2017,8,18,46168,55379,1145
2017,8,23,75241,32218,0
2017,8,22,62025,30344,1920
2017,8,24,75241,32218,2000
2017,8,26,46168,55379,1400
2017,8,27,62025,30344,1800
2017,8,30,62025,30344,1800
2017,9,1,46168,55379,1150
2017,9,2,46168,55379,1500
2017,9,1,46168,55379,1150
2017,9,2,46168,55379,1384
2017,9,3,46168,55379,1150
2017,9,5,18202,76177,2500
2017,9,7,75241,32218,4000
2017,9,15,18202,76177,2500
2017,9,17,62025,30344,1850
2017,9,24,18109,6492,800
2017,9,24,18109,6492,800
2017,9,25,18109,6492,800
2017,9,25,18109,6492,800
2017,9,27,18109,6492,800
2017,9,28,18109,6492,800
2017,9,28,18109,6492,800
2017,9,29,18109,6492,800
2017,9,29,18109,6492,950
2017,9,30,18109,6492,800
2017,9,30,18109,6492,800
2017,9,25,18202,76177,2500
2017,9,26,18202,76177,2700
2017,9,29,46168,55379,1300
2017,9,27,75241,32218,2200
2017,9,27,18109,6492,200
2017,9,29,62025,30344,1800
2017,10,1,18109,6492,800
2017,10,1,18109,6492,800
2017,10,2,18109,6492,800
2017,10,2,18109,6492,800
2017,10,3,18109,6492,800
2017,10,3,18109,6492,200
2017,10,4,18109,6492,800
2017,10,4,18109,6492,200
2017,10,5,18109,6492,800
2017,10,5,18109,6492,800
2017,10,6,18109,6492,800
2017,10,1,18202,76177,2500
2017,10,2,46168,55379,1100
2017,10,2,18202,76177,2500
2017,10,2,62025,30344,1740
2017,10,3,46168,55379,2000
2017,10,3,18202,76177,3088
2017,10,4,46168,55379,1400
2017,10,5,46168,55379,1350
2017,10,4,75241,32218,2600
2017,10,6,46168,55379,1100
2017,10,6,18109,6492,800
2017,10,7,18109,6492,800
2017,10,8,18109,6492,800
2017,10,9,18109,6492,800
2017,10,9,18109,6492,800
2017,10,10,18109,6492,800
2017,10,11,18109,6492,800
2017,10,11,18109,6492,800
2017,10,12,18109,6492,800
2017,10,12,18109,6492,800
2017,10,13,18109,6492,800
2017,10,13,18109,6492,800
2017,10,14,18109,6492,800
2017,10,14,18109,6492,800
2017,10,8,18202,76177,2700
2017,10,8,46168,55379,1500
2017,10,8,62025,30344,1800
2017,10,8,18109,6492,800
2017,10,10,18109,6492,800
2017,10,13,46168,55379,500
2017,10,15,18109,6492,800
2017,10,15,18109,6492,800
2017,10,16,18109,6492,800
2017,10,17,18109,6492,800
2017,10,18,18109,6492,800
2017,10,19,18109,6492,800
2017,10,19,18109,6492,800
2017,10,20,18109,6492,800
2017,10,20,18109,6492,800
2017,10,21,18109,6492,800
2017,10,21,18109,6492,800
2017,10,16,18109,6492,800
2017,10,18,18109,6492,800
2017,10,15,75241,32218,300
2017,10,18,75241,32218,2200
2017,10,19,18202,76177,2800
2017,10,24,75241,32218,200
2017,10,24,62025,30344,1900
2017,10,24,46168,55379,1100
2017,9,30,46168,55379,0
2017,6,30,78503,75261,711
2017,7,3,78503,75261,711
2017,7,10,78503,75261,711
2017,7,12,78503,75261,711
2017,7,14,78503,75261,711
2017,7,17,78503,75261,711
2017,7,19,78503,75261,711
2017,7,21,78503,75261,711
2017,7,24,78503,75261,711
2017,7,26,78503,75261,711
2017,7,28,78503,75261,711
2017,8,3,78503,75261,711
2017,8,7,78503,75261,711
2017,8,10,78503,75261,711
2017,8,17,78503,75261,711
2017,8,21,78503,75261,711
2017,8,24,78503,75261,711
2017,8,31,78503,75261,711
2017,8,31,78503,75261,711
2017,9,7,78503,75261,711
2017,9,11,78503,75261,711
2017,9,14,78503,75261,711
2017,9,18,78503,75261,711
2017,10,5,78503,75261,711
2017,10,9,78503,75261,711
2017,10,12,78503,75261,711
2017,10,16,78503,75261,711
2017,10,19,78503,75261,711
2017,10,23,78503,75261,711
2017,10,24,78503,75261,711
2017,10,26,78503,75261,711
2017,10,30,78503,75261,711
2017,11,2,78503,75261,711
2017,11,6,78503,75261,711
2017,11,8,78503,75261,711
2017,11,9,78503,75261,711
2017,11,13,78503,75261,711
2017,11,14,78503,75261,711
2017,11,16,78503,75261,711
2017,11,27,78503,75261,725
2017,11,27,78503,75261,725
2017,11,30,78503,75261,725
2017,7,11,46168,55379,1000
2017,7,15,18202,76177,2500
2017,8,6,62025,30344,1834
2017,9,5,46168,55379,2700
2017,9,9,46168,55379,1903
2017,9,13,46168,55379,1903
2017,9,12,46168,55379,2100
2017,9,14,46168,55379,250
2017,10,5,46168,55379,1050
2017,10,8,46168,55379,1400
2017,10,11,46168,55379,1100
2017,10,13,75241,32218,2200
2017,10,20,75241,32218,250
2017,10,21,18109,6492,500
2017,10,21,46168,55379,250
2017,10,22,46168,55379,1650
2017,11,10,18109,6492,1213
2017,11,24,75241,32218,2373
2017,11,25,75241,32218,4016
2017,11,26,95304,98032,2118
2017,11,30,89115,80011,1794
2017,12,2,89115,80011,1807
2017,6,22,18202,76177,3528
2017,6,25,18202,76177,2500
2017,6,26,18202,76177,2742
2017,6,25,18202,76177,2500
2017,7,1,18109,6492,800
2017,7,1,18109,6492,800
2017,6,28,18202,76177,2500
2017,6,26,18202,76177,2500
2017,6,27,46168,55379,1100
2017,6,29,18202,76177,2793
2017,6,30,18202,76177,2873
2017,6,30,18202,76177,2500
2017,7,1,18202,76177,2500
2017,6,29,18202,76177,3250
2017,6,29,18202,76177,2500
2017,6,30,18202,76177,2500
2017,7,1,62025,30344,1760
2017,6,29,18202,76177,2500
2017,6,30,18202,76177,2500
2017,7,1,46168,55379,1654
2017,7,1,18202,76177,2500
2017,7,1,18202,76177,2500
2017,7,1,18202,76177,2500
2017,7,2,18202,76177,2500
2017,7,3,18202,76177,2500
2017,7,3,18202,76177,2500
2017,7,4,18202,76177,2500
2017,7,5,18202,76177,2500
2017,7,2,62025,30344,250
2017,7,3,62025,30344,1760
2017,7,2,18202,76177,2500
2017,7,7,18202,76177,200
2017,7,7,18202,76177,2500
2017,7,7,18202,76177,2500
2017,7,2,18202,76177,2500
2017,7,2,46168,55379,1250
2017,7,5,18202,76177,0
2017,7,7,18202,76177,2500
2017,7,3,95304,98032,0
2017,7,5,62025,30344,1760
2017,7,7,62025,30344,1760
2017,7,7,62025,30344,1760
2017,7,8,62025,30344,2042
2017,7,4,18202,76177,2500
2017,7,5,18202,76177,1000
2017,7,5,46168,55379,2600
2017,7,5,18202,76177,200
2017,7,5,18202,76177,2500
2017,7,5,18202,76177,200
2017,7,6,18202,76177,2500
2017,7,6,18202,76177,2500
2017,7,6,18202,76177,2500
2017,7,6,18202,76177,2597
2017,7,7,18202,76177,2500
2017,7,8,62025,30344,1800
2017,7,8,18202,76177,2500
2017,7,9,62025,30344,1800
2017,7,8,18202,76177,3241
2017,7,9,18202,76177,2500
2017,7,9,18202,76177,2500
2017,7,10,18202,76177,200
2017,7,10,18202,76177,300
2017,7,11,18202,76177,200
2017,7,11,18202,76177,2817
2017,7,12,18202,76177,200
2017,7,12,18202,76177,2850
2017,7,12,18202,76177,2500
2017,7,13,18202,76177,200
2017,7,13,18202,76177,2500
2017,7,13,18202,76177,2500
2017,7,14,18202,76177,2500
2017,7,15,18202,76177,2500
2017,7,7,46168,55379,1300
2017,7,9,62025,30344,1760
2017,7,13,62025,30344,1760
2017,7,14,62025,30344,1760
2017,7,15,62025,30344,1760
2017,7,13,62025,30344,1760
2017,7,11,46168,55379,0
2017,7,10,46168,55379,1100
2017,7,10,18202,76177,2567
2017,7,11,18202,76177,2500
2017,7,12,46168,55379,2000
2017,7,11,18202,76177,2500
2017,7,11,18202,76177,3358
2017,7,12,18202,76177,2500
2017,7,22,18202,76177,2500
2017,7,24,18202,76177,2500
2017,7,24,18202,76177,2567
2017,7,25,18202,76177,0
2017,7,23,62025,30344,250
2017,7,24,62025,30344,1760
2017,7,23,18202,76177,2500
2017,7,25,18202,76177,2500
2017,7,27,18202,76177,200
2017,7,27,18202,76177,2500
2017,7,28,18202,76177,2500
2017,7,28,18202,76177,2500
2017,7,28,18202,76177,2653
2017,7,23,46168,55379,1000
2017,7,23,62025,30344,1760
2017,7,26,62025,30344,1760
2017,7,27,62025,30344,1760
2017,7,28,62025,30344,1760
2017,7,29,62025,30344,1760
2017,7,23,18202,76177,2500
2017,7,24,18202,76177,200
2017,7,25,89115,80011,2400
2017,7,27,89115,80011,2400
2017,7,29,89115,80011,250
2017,7,25,62025,30344,1760
2017,7,26,89115,80011,2400
2017,7,24,18202,76177,2696
2017,7,25,18202,76177,2500
2017,7,25,18202,76177,2500
2017,7,26,18202,76177,2500
2017,7,26,18202,76177,2500
2017,7,27,18202,76177,250
2017,7,27,18202,76177,200
2017,7,26,18109,6492,250
2017,7,26,18109,6492,800
2017,7,27,18109,6492,250
2017,7,26,18202,76177,200
2017,7,27,89115,80011,200
2017,7,27,62025,30344,1700
2017,7,26,18202,76177,2500
2017,7,29,62025,30344,1800
2017,7,30,18202,76177,2500
2017,7,30,89115,80011,2400
2017,7,30,18202,76177,2500
2017,7,31,18202,76177,2500
2017,8,1,18202,76177,2500
2017,8,1,18202,76177,2901
